raw_rows,raw_columns,processed_rows,processed_columns,raw_sha256,n_rows,n_events,event_rate
2509,39,1980,21,bfa894af00c08907c19f1ab549c89d625981a31b4dd737a313e0a32caff237ee,1980,1144,0.5777777777777777
